action_type,alignment,alpha,background_blur,background_gradient_direction,border_color_alpha,border_color_hex,border_width,bottomMask,color_alpha,color_hex,content_mode,corner_radius_units,corner_radius_value,description,disable_tap_zones,flip_interval,font_color_alpha,font_color_hex,font_size,font_type,guid,height,height_points,hex,hidden,hide_page_status,icon_background_blur,icon_background_gradient_direction,item_size_height_units,item_size_height_value,item_size_width_units,item_size_width_value,key,log_view,margin_bottom,margin_left,margin_right,margin_top,name,number_of_items,orientation,padding_bottom,padding_left,padding_right,padding_top,rotation,size_height_units,size_height_value,size_width_units,size_width_value,template_identifier,template_name,text,tint_color_alpha,tint_color_hex,title,topMask,trigger,type,userInfo,story_id
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,15.0,1.0,#ffffff,20,normal,abd9fbf8-886b-4dda-866c-79a7c725faab,,,#ffffff,false,False,False,vertical,,,,,,True,0,16,16,0,Вклад в ₽: что делать,,horizontal,0,0,0,0,,pixels,232,pixels,288,text_label,text,Готово. Теперь вы можете копить в нескольких валютах и конвертировать валюты внутри вклада без потери накопленных процентов.,,,,False,,grouped,,622
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,6,False,15.0,1.0,#000000,15,normal,9e058263-3204-4ddb-8ec7-935183ac2612,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Франшиза: пиццерия,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Франшиза пиццерии,,,,False,,web_view,,820
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,"Облако, крупный текст + кнопка",False,15.0,1.0,#000000,15,normal,d1b3b84a-6656-48cf-b72b-82bc501a0489,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,answer_2,False,0,0,0,0,Проверьте себя,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,ПРОЙТИ ТЕСТ,,,,False,,web_view,,868
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,37443ca4-9a9c-48d1-86be-3c5ef3ffe5fb,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Опоздание на работу,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,897
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,f03fa8c1-13be-4001-bda2-c0a4bef6aa63,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,5 обувных трендов на лето,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,982
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,34a187d1-e432-4764-b417-99761597f86f,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Европейские фестивали,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,913
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,c9da87f7-7d2a-4744-b7de-6327655a25d2,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Bosco Fresh Fest,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,945
,center,1.0,False,diagonal,,,0.0,False,,,fill,pixels,16,копия,False,20.0,1.0,#000000,18,normal,4d35b5b6-9d07-4351-ba32-419737a056fe,,,#00f1d9,false,False,False,vertical,,,,,,True,0,0,0,0,Результаты АФК Система,,horizontal,0,0,0,0,,pixels,58,pixels,310,,,Подробный разбор,,,,False,,web_view,,1366
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,7eb8d6d3-7b97-48de-9f27-093945bcebb9,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,День ИП,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,"Привет, бот",,,,False,,web_view,,925
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,fbe2f341-74b7-4568-883d-2a0741352c4a,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Вылет задержан,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Опыт юриста,,,,False,,web_view,,1066
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,9b34d078-3479-48ba-935b-11138fcbc334,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Что такое капремонт,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,не переплатить за капремонт,,,,False,,web_view,,1013
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,e8c33b96-11d0-4117-b96b-0ebe9ef02420,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Что смотреть в кино,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1001
,leading,0.2,False,diagonal,,,0.0,False,,,fill,pixels,0,копия,False,15.0,1.0,#ffffff,17,normal,6a994065-bdda-4c07-ae1d-75b9204b5a20,,,#ffffff,false,False,False,vertical,,,,,,False,0,0,0,0,C карты на карту,,horizontal,0,0,0,0,,pixels,0,pixels,0,,text,"С дебетовой карты Тинькофф вы можете переводить без комиссии до 20 000 ₽ клиентам любого банка за расчетный период. Если сумма будет больше, возьмем комиссию 1,5%.",,,,False,,label,,151
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,1c8b48b7-c51f-4b5a-9c17-7d551713f0b7,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Что умеют банкоматы Тинькофф,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,Переводите деньги по номеру карты в любой банк; по номеру договора или по QR-коду — клиенту Тинькофф Банка.,,,,False,,label,,607
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,5,False,12.0,1.0,#000000,15,normal,9dad8ceb-fc44-45a1-9fb9-122bb4eb67d7,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Как получить бонус за ипотеку ,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Пригласить друзей,,,,False,,deeplink,,810
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,15.0,1.0,#ffffff,18,normal,7578eb97-39a8-434d-8348-e49f73215e0d,,,#ffffff,false,False,False,vertical,,,,,,True,0,16,16,0,Привязать доп. карту,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,"Готово, карта привязана. Теперь можно смотреть траты и остаток на счете, переводить деньги, оплачивать ЖКХ и другие услуги прямо в приложении",,,,False,,grouped,,479
,leading,0.8,False,diagonal,,,0.0,False,,,fill,pixels,0,описание,False,15.0,1.0,#ffffff,17,normal,5bcb3d76-e9f8-40d6-9805-304c4fff99ea,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Как открыть доп. карту,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"С дополнительной картой можно смотреть траты и остаток, переводить деньги, оплачивать ЖКХ и услуги в приложении",,,,False,,label,,499
,center,1.0,False,diagonal,,,0.0,False,,,fill,percent,50,копия,,8.0,1.0,#000000,15,normal,8f53bdd5-cbe4-42bb-b3fb-12bd91847031,,,#ffdd2c,false,,False,vertical,,,,,,False,0,0,0,0,Карта другого банка,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Привязать карту,,,,False,,deeplink,,455
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,15.0,1.0,#ffffff,18,normal,5b8adf30-c5ca-4b4e-9be5-005a940a6b65,,,#ffffff,false,False,False,vertical,,,,,,True,4,16,16,8,Новые фишки приложения,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,"Если вам одобрили кредит наличными, он появится в списке счетов. Чтобы воспользоваться им, нажмите кнопку «Активировать».",,,,False,,grouped,,608
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,dcd4615d-165c-4110-8e18-1103e5218fd4,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Платежи в валюте,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,Сохраняется тариф рублевой карты — все счета в валюте бесплатно.,,,,False,,label,,545
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,False,20.0,1.0,#000000,15,normal,d0d577c9-3810-4d84-9917-32f9cec999ca,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Если вас сократили,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Читать,,,,False,,web_view,,650
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,d0c85344-323c-4641-96ee-adf139bf175d,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Стоимость земли,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,839
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,84af29af-d108-4c93-9ad8-ffe7e7f296fe,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Серый доход,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Как легализоваться,,,,False,,web_view,,667
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,15.0,1.0,#ffffff,20,normal,2dd4ddfc-2fb2-4162-9158-2b7c7547abe9,,,#ffffff,false,False,False,vertical,,,,,,True,0,16,16,0,Вклад в ₽: что делать,,horizontal,0,0,0,0,,pixels,232,pixels,288,text_label,text,Готово. Теперь вы можете копить в нескольких валютах и конвертировать валюты внутри вклада без потери накопленных процентов.,,,,False,,grouped,,623
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,"Облако, крупный текст + кнопка",False,15.0,1.0,#000000,15,normal,eceaa90a-f86d-4574-bc5d-a63acc5c95ce,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,answer_2,False,0,0,0,0,Проверьте себя,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,ПРОЙТИ ТЕСТ,,,,False,,common_request,,645
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,20.0,1.0,#ffffff,18,normal,ae7b71fb-e9dc-4b3a-89cf-dac89a955476,,,#ffffff,false,,False,vertical,,,,,,False,0,16,16,0,Карта с 4 валютами,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,"Теперь валюта карты — доллары США. Вы можете без конвертации расплачиваться ею за границей, а потом снова сделать ее рублевой.",,,,False,,grouped,,366
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,15.0,1.0,#000000,15,normal,bb588a25-9d45-4a3e-8eaa-af19ddf8f653,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Этот рубль за 445 $,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Как заработать на монетах,,,,False,,web_view,,708
,leading,0.2,False,diagonal,,,0.0,False,,,fill,pixels,0,копия,False,15.0,1.0,#ffffff,17,normal,9c5943ce-64d6-47c4-8e26-97d071290d11,,,#ffffff,false,False,False,vertical,,,,,,False,0,0,0,0,Переводы с карты на карту,,horizontal,0,0,0,0,,pixels,0,pixels,0,,text,"С дебетовой карты Тинькофф вы можете переводить без комиссии до 20 000 ₽ клиентам любого банка за расчетный период. Если сумма будет больше, возьмем комиссию 1,5%.",,,,False,,label,,133
,center,1.0,False,vertical,,,,False,,,fill,,,флаг Египта ,False,,1.0,#ffffff,15,bold,76b084fc-6b55-40df-8033-0d97acaa3184,,,,false,False,False,vertical,,,,,,True,7,12,20,-12,,,horizontal,,,,8,,pixels,64,pixels,96,,,Египет,,,,False,,label,,1067
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,e7a638e9-a0b4-49c0-9112-0238e91a0344,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Вернуть покупку из интернета,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Закон на вашей стороне,,,,False,,web_view,,959
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,False,0.0,1.0,#000000,15,normal,d4ee74b1-dc79-422c-b5c6-7a2837609843,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Как у них: Сан-Франциско,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Читать о жизни в Сан-Франциско,,,,False,,web_view,,1002
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,ddff9aa4-1b54-4340-b260-cbd414757c72,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Новая ставка по счету,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Открыть вклад,,,,False,,deeplink,,1492
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,75e50c50-79e6-4517-bc7e-9875002d4d51,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Банковская ячейка,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,1236
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,b18b6c7b-6fc2-47c7-ac90-053b2df51294,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Не платить за машину,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Поехали!,,,,False,,deeplink,,547
,leading,,False,vertical,,,,False,,,,,,5,False,,1.0,#ffffff,16,normal,45ec32e1-67ed-453f-b475-03be018d1d9c,,,,false,False,False,vertical,,,,,,True,,,,16,Ваш кэшбэк: {{cbs_sum}} ₽,,horizontal,,16,16,,,,,,,,,В этих категориях вы потратили больше всего денег за прошлый месяц. Зато сколько кэшбэка!,,,,False,,label,,509
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,353102d2-7f79-4e38-a507-df58805e3808,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Беговые кроссовки ,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,500
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,32c0d593-79b4-4d55-b145-f3693e0de579,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Бесплатные курсы лучших вузов,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Курсы,,,,False,,web_view,,538
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,False,0.0,1.0,#000000,15,normal,e4941b4a-985f-4bf9-beaf-9aa20e0e7817,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Бизнес: кофейня,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Читать историю Насти и Егора,,,,False,,web_view,,517
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,053fe6e1-708e-4164-9b72-241303ce3f2b,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Настольные киноигры ,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,480
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,90602897-be39-4480-9c9e-edf18bc758ed,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Отдыхайте дешево,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Читать,,,,False,,web_view,,676
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,15.0,1.0,#ffffff,17,normal,638221d7-d708-4369-ac2e-3feca9c6f4a2,,,#ffffff,false,False,False,vertical,,,,,,True,0,16,16,0,Где снять валюту,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,"Чтобы посмотреть адрес и часы работы банкомата, нажмите на него на карте и потяните вверх вкладку с информацией.",,,,False,,grouped,,1330
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,93f25b70-4580-4f21-ab12-3e429e0b2daa,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Лучшие онлайн-кинотеатры,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Смотреть,,,,False,,web_view,,821
,center,1.0,False,diagonal,,,0.0,False,,,fill,pixels,16,копия,False,,1.0,#000000,18,normal,64fec1a2-c837-4670-a735-04875c67870a,,,#00f1d9,false,False,False,vertical,,,,,,True,0,0,0,0,Как дела у FedEx,,horizontal,0,0,0,0,,pixels,58,pixels,310,,,Подробный разбор,,,,False,,web_view,,1381
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,False,20.0,1.0,#000000,15,normal,c7b3a375-8e3b-485f-b357-06776ca39c85,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Бранчи и завтраки ,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Забронировать,,,,False,,deeplink,,1423
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,b5edaafd-39b7-4aa4-b281-6a07977415c4,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Ларс фон Триер: главное,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Смотреть,,,,False,,web_view,,898
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,False,20.0,1.0,#000000,15,normal,cb33bd0d-8dc5-4d22-a563-d140ac0200aa,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Скидка на бензин,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подробнее,,,,False,,deeplink,,942
